0pp0;Name;GraveNo;Enclosure Type;LaborAssessment;Burial No;Extra skeletal remains?;Notes on burial;Assemblage?;AnimalRemains;Lithics;HMPottery;Storage;FineVessels;DrinkingCups;Jewellery;Weapons;SpecialFinds;Imports;Grave Rank symbols;StartDate;Enddate;Chronology rating;;;;;;;;;
1311;Mound 6;1;Wooden coffin (traces of);some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;no data;;;;;;;;;;;not available;-400;-200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1312;no name;1;stone mound;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;primary burial;N (possibly looted);;;;;fragments;;;;;;0 - No symbols of status present;-500;-100;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1312;no name;1;stone mound;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;Despite being earlier, this burilal is not connected with the mound, although the small stone mound was probably visible when the mantle was ereceted on top of the cremation grave in the LIA.;Y;;;;;;1 cups;;1 iron knife;;;1 - One or two status symbols (ochre, personal jewellery);-700;-600;2 - specialist consulted on a single item;;;;;;;;;
1312;no name;1;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;1 bronze bracelet;;;;1 - One or two status symbols (ochre, personal jewellery);1100;1500;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1312;no name;1;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;1100;1500;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1314;Pravena mogila;1;Tomb of brick or stone;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);1;;;Y (possibly looted);;;;;;2 cups;2 bone pins, 1 bronze chain;;;;2 - Several symbols of status across multiple classes of artefacts (e.g. elaborate enclosure, weapons, jewellery, or imported goods..);50;200;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1314;Pravena mogila;2;Tomb of brick or stone;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);1;;;Y;;;;;1 glass vessel;1 cup;;1 iron sword;(?) bronze melts;;2 - Several symbols of status across multiple classes of artefacts (e.g. elaborate enclosure, weapons, jewellery, or imported goods..);50;200;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1315;Mound 1;1;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;secondary burial;no data;;;;;;;;;;;0 - No symbols of status present;900;1500;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1316;Mound 2;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;;;1 oil lamp;;;;1 bronze coin;;1 - One or two status symbols (ochre, personal jewellery);350;375;2 - specialist consulted on a single item;;;;;;;;;
1318;Mound 4;1;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;"1 oil lamp; 2 jugs";;;;;;1 - One or two status symbols (ochre, personal jewellery);325;375;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1319;Mound 5;1;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;"3 jugs, 1 bowl; (?) oil lamps;";1 glass cup;"4 bronze bracelets; 1 iron bracelet; 1 silver ring";;;;1.5 - to be filled out by Stoyan;325;375;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1320;Mound 6;1;Simple pit;not available;1;;;Y;;;;;"1 oinochoe; 1 jar";1 kantharos;"(?) glass beads; 1 bronze ring";2 iron knives;5 bronze coins;;1.5 - to be filled out by Stoyan;350;375;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1321;Dolmen 1;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);1;;;Y;;;Fragments from many vessels;;;2 cups;"2 bronze fibulae; fragments of another fibula";;;Some of the jewelry (fibulae) are imported from Asia Minor;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1321;Dolmen 1;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);2;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1321;Dolmen 1;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);3;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1321;Dolmen 1;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);4;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1321;Dolmen 1;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);5;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1321;Dolmen 1;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);6;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1321;Dolmen 1;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);7;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1321;Dolmen 1;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);8;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1321;Dolmen 1;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);9;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1321;Dolmen 1;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);10;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1321;Dolmen 1;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);11;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1321;Dolmen 1;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);12;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1321;Dolmen 1;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);13;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1321;Dolmen 1;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);14;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1322;Dolmen 2;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);1;;;Y;;;fragments from ca. 15 vessels;;;;"9 bronze fibulae; fragments of several other bronze objects";;;Some of the jewelry (fibulae) are imported from Asia Minor;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1322;Dolmen 2;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);2;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1322;Dolmen 2;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);3;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1322;Dolmen 2;1;Dolmen;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);4;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-800;-600;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1323;Mound 6;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;;;"1 oil lamp; 1 glass bowl; 1 ceramiv vessel";;"2 golden earrings; 2 bone pins";;1 bronze coin;;1.5 - to be filled out by Stoyan;200;225;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1323;Mound 6;2;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;;;"2 oil lamp; 1 jug";;1 bone bracelet;;1 bronze belt buckle;;not available;200;375;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1323;Mound 6;2;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );2;;;Y;;;;;;;;;;;not available;200;375;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1323;Mound 6;2;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );3;;;Y;;;;;;;;;;;not available;200;375;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1324;Mound 7;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;;;"1 oil lamp; 1 stamnos";;;;1 bronze coin;;1 - One or two status symbols (ochre, personal jewellery);200;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1324;Mound 7;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );2;;;Y;;;;;;;;;;;0 - No symbols of status present;200;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1324;Mound 7;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );3;;;Y;;;;;;;;;;;0 - No symbols of status present;200;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1324;Mound 7;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );4;;;Y;;;;;;;;;;;0 - No symbols of status present;200;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1324;Mound 7;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );5;;;Y;;;;;;;;;;;0 - No symbols of status present;200;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1324;Mound 7;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );6;;;Y;;;;;;;;;;;0 - No symbols of status present;200;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1324;Mound 7;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );7;;;Y;;;;;;;;;;;0 - No symbols of status present;200;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1324;Mound 7;2;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;;;;;1 silver earring;;28 bronze coins;;1.5 - to be filled out by Stoyan;350;375;2 - specialist consulted on a single item;;;;;;;;;
1324;Mound 7;3;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;;;"1 bowl; 1 jug";;"2 golden earrings; 14 glass beads";;;;1.5 - to be filled out by Stoyan;200;300;2 - specialist consulted on a single item;;;;;;;;;
1324;Mound 7;3;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );2;;;N;;;;;;;;;;;0 - No symbols of status present;200;300;2 - specialist consulted on a single item;;;;;;;;;
1325;Mound 8;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;;;2 oil lamps;;"1 glass bracelet; 27 glass beads; fragments of bronze chain;";1 iron knife;"1 bone spindle whorl; 1 bronze coin";;not available;200;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1325;Mound 8;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );2;;;Y;;;;;;;;;;;not available;200;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1325;Mound 8;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );3;;;Y;;;;;;;;;;;not available;200;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1325;Mound 8;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );4;;;Y;;;;;;;;;;;not available;200;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1325;Mound 8;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );5;;;Y;;;;;;;;;;;not available;200;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1326;Mound 9;1;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;1 oil lamp;;"4 bone pins; 63 glass beads";;;;not available;200;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1326;Mound 9;1;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);2;;;Y;;;;;;;;;;;not available;200;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1327;Mound 10;1;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;1 bone amulet;;1 bronze bell;;1 - One or two status symbols (ochre, personal jewellery);200;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1327;Mound 10;2;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;"1 jug; 1 glass unguentarium";;1 bone amulet;;1 silver bell;;1 - One or two status symbols (ochre, personal jewellery);200;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1327;Mound 10;2;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);2;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);200;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1327;Mound 10;2;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);3;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);200;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1327;Mound 10;3;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;1 jug;1 cup;;;1 bronze coin;;1 - One or two status symbols (ochre, personal jewellery);210;250;2 - specialist consulted on a single item;;;;;;;;;
1327;Mound 10;4;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;1 jug;1 cup;;;1 bronze coin;;1 - One or two status symbols (ochre, personal jewellery);220;250;2 - specialist consulted on a single item;;;;;;;;;
1327;Mound 10;5;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;1 cup;1 bronze torque;;;;1 - One or two status symbols (ochre, personal jewellery);200;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1329;Danyovska mogila;1;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;Secondary burial;Y;;;;;;;;;;;not available;600;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1329;Danyovska mogila;2;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;Secondary burial;Y;;;;;;;;;;;not available;600;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1329;Danyovska mogila;3;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;Secondary burial;Y;;;;;;;;;;;not available;600;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1329;Danyovska mogila;4;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;Secondary burial;Y;;;;;;;;;;;not available;600;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1329;Danyovska mogila;5;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;Secondary burial;Y;;;;;;;;;;;not available;600;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1329;Danyovska mogila;6;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;Secondary burial;Y;;;;;;;;;;;not available;600;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1329;Danyovska mogila;7;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;Secondary burial;Y;;;;;;;;;;;not available;600;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1329;Danyovska mogila;8;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;Secondary burial;Y;;;;;;;;;;;not available;600;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1329;Danyovska mogila;9;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;Secondary burial;Y;;;;;;;;;;;not available;600;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1329;Danyovska mogila;10;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;Secondary burial;Y;;;;;;;;;;;not available;600;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1329;Danyovska mogila;11;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;Secondary burial;Y;;;;;;;;;;;not available;600;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1330;Mound 1;1;Tomb of brick or stone;massive labor expenditure (Ostrusha style tomb, or multi-chamber ashlar tomb, or giant earth mantle, ...);1;;;Y;;;Several vessels;Several vessels;?;;Y- no further data;Attack and defence weapons;;;2 - Several symbols of status across multiple classes of artefacts (e.g. elaborate enclosure, weapons, jewellery, or imported goods..);-625;-400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1331;Mound 3;1;Tomb of brick or stone;massive labor expenditure (Ostrusha style tomb, or multi-chamber ashlar tomb, or giant earth mantle, ...);no human remains;;;looted;;;;;;;;;;;not available;;;0 - no chronology;;;;;;;;;
1333;Mound 3;1;stone lined grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);no human remains;;;Y;;;;;fragments;;;1 iron knife;"1 golden pectoral; 1 whetstone";;1.5 - to be filled out by Stoyan;-450;-400;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1333;Mound 3;2;clay platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);no human remains;;;Y;;;;;fragments;;1 bronze pin;2 iron knife;2 golden pectoral;;1.5 - to be filled out by Stoyan;-450;-400;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1334;Mound 4;1;Pyre platform;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;1 jar;;"1 bowl; 2 vessels";1 cup;;;;;1 - One or two status symbols (ochre, personal jewellery);-500;-400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1335;Mound 16;1;Pyre platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;Horse skeleton;;;;1 vessel;;;"1 iron spearhead; 1 large iron knife";1 briddle;;1.5 - to be filled out by Stoyan;-200;-100;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1336;Mound 20;1;Pyre platform;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;Horse skeleton;;;;;;;"1 iron umbo; 1 iron mahaira with a sheath; 1 iron sauroter; ";"1 iron briddle; 1 bronze harness set";;1.5 - to be filled out by Stoyan;-150;-75;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1337;Mound 32;1;Tomb of brick or stone;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );no human remains;;;looted;;;;;;;;;;;not available;0;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1338;Mound 3;1;Simple pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;Y - rooster;;;;"4 jugs. 3 oil lamps; 2 bowls";;;"2 iron swords; 87 bronze arrowheads; ";"1 silver phial; 1 bronze jug; 1 bronze patera; 1 bronze basin";2 amphorae;2 - Several symbols of status across multiple classes of artefacts (e.g. elaborate enclosure, weapons, jewellery, or imported goods..);-300;-275;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1340;no name;1;Pyre platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;1 pot;;"1 crater; 2 bowls";1 cup;;;;;1 - One or two status symbols (ochre, personal jewellery);100;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1341;no name;1;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;not available;250;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1341;no name;2;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;not available;250;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1341;no name;3;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;not available;250;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1341;no name;4;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;not available;250;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1341;no name;5;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;not available;250;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1341;no name;6;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;not available;250;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1342;Mound 1;1;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;fragments;;2 vessels;;"1 bronze fibula; 1 golden lamella";;;;1.5 - to be filled out by Stoyan;-625;-575;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1343;Mound 2;1;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;Y - several human teeth;The head was severed from the body and placed separately;Y;;;fragments;;fragments;;"2 bronze fibulae; 1 bronze bead; 1 golden lamella";;;;1.5 - to be filled out by Stoyan;-625;-575;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1344;Mound 1;1;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;3 bowls, 1 kernos;;;;1 coin;;1 - One or two status symbols (ochre, personal jewellery);275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;2;stone lined grave;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;3;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;4;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;5;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;10 glass beads;;;;1 - One or two status symbols (ochre, personal jewellery);275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;6;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;reburied remains;Y;;;;;1 pot;2 cups;;1 iron knife;;;1 - One or two status symbols (ochre, personal jewellery);275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;7;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;8;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;9;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;10;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;11;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;12;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;13;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;14;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;15;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;16;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;17;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;18;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1344;Mound 1;19;Funeral pyre in a pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;primary burial;Y;;;;;"2  vessel stands; 7 bowls; 1 pot";2 cups;;1 iron knife;;;1.5 - to be filled out by Stoyan;275;350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1347;Golyamata mogila;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;secondary burial;looted;;;;;;;;;;;not available;;;0 - no chronology;;;;;;;;;
